,circuit,conn_id,post_tnid,theta,phi,angle_from_xy,rotation_on_xy
282,ORN-PN,8067551,6582064,1.0928391682847498,-0.39372341327152144,0.47795715851014675,2.7478692403182716
283,ORN-PN,8067586,6498895,1.286515619767181,-3.0246166508962804,0.2842807070277156,0.11697600269351272
284,ORN-PN,8067586,6581993,0.6408968713744069,-0.12727231165164252,0.9298994554204897,3.014320341938151
285,ORN-PN,8477534,8477526,,,,
286,broad-PN,10590547,10590565,,,,
287,broad-PN,10624603,10624609,0.8158498553753081,3.0313729931694504,0.7549464714195885,3.0313729931694504
288,broad-PN,10825224,10643666,2.003522769007466,-0.08965339805716607,0.4327264422125694,3.051939255532627
289,broad-PN,10865216,5296280,1.8296945536452853,-3.0729732574558155,0.25889822685038877,0.0686193961339776
290,broad-PN,14672149,5296051,1.3300229782939894,-0.6886168861546001,0.24077334850090715,2.452975767435193
291,broad-PN,14672149,5986653,1.9170672538007156,-0.37009355090553053,0.3462709270058191,2.7714991026842624
292,broad-PN,14701624,14998540,,,,
293,broad-PN,14701624,5324122,1.3044952974513193,-1.8093701395453337,0.26630102934357724,1.3322225140444595
294,broad-PN,14701624,5991485,,,,
295,broad-PN,14929267,5985992,0.5723327167021771,-1.4889626640672426,0.9984636100927194,1.6526299895225505
296,broad-PN,14929736,5991437,0.33348068869728376,2.020430787863668,1.2373156380976127,2.020430787863668
297,broad-PN,14972330,14972336,,,,
298,broad-PN,14991479,5324340,1.0265372000786175,2.4131791628454784,0.5442591267162791,2.4131791628454784
299,broad-PN,14991535,14991532,1.4326069198104652,-1.364151851644602,0.13818940698443138,1.777440801945191
300,broad-PN,14994554,5361326,1.1768391075076792,0.5955217640290361,0.3939572192872174,0.5955217640290361
301,broad-PN,15016363,15016361,1.8242130394489737,0.5253062118363704,0.25341671265407717,0.5253062118363704
302,broad-PN,15109835,5985648,2.8884463676754812,0.5587596415541985,1.3176500408805847,0.5587596415541985
303,broad-PN,15214981,14934017,1.9107847515987788,0.1831022705311866,0.33998842480388225,0.1831022705311866
304,broad-PN,16617798,5324769,0.6367299726579749,0.2890727880659703,0.9340663541369216,0.2890727880659703
305,broad-PN,19581607,6501012,1.9055034715602657,-0.41304160018145397,0.3347071447653691,2.728551053408339
306,broad-PN,3741123,3741132,1.8342456204298525,-1.4279404776986526,0.26344929363495595,1.7136521758911405
307,broad-PN,3741629,3741637,0.8498222648538921,-2.7183895968882386,0.7209740619410044,0.42320305670155456
308,broad-PN,4654782,4654814,2.711250999029093,-2.1458464901860848,1.1404546722341964,0.9957461634037084
309,broad-PN,4656763,4656790,2.430580450132368,2.8189832901688394,0.8597841233374712,2.8189832901688394
310,broad-PN,4656763,4656797,0.8664407991848465,-0.5337059333593313,0.70435552761005,2.6078867202304616
311,broad-PN,4656763,5994413,2.203568099233007,1.7807163590288597,0.6327717724381103,1.7807163590288597
312,broad-PN,5222647,5222660,2.20290315229318,0.8121768872579416,0.6321068254982833,0.8121768872579416
313,broad-PN,5261447,5261453,1.1416397835219976,1.379062902892854,0.429156543272899,1.379062902892854
314,broad-PN,5310346,5310352,1.3615762329171919,-0.9571383245387283,0.20922009387770468,2.1844543290510647
315,broad-PN,6496201,6496270,1.3342306483280433,-0.7502738875310629,0.23656567846685328,2.3913187660587303
316,broad-PN,6502457,6502263,,,,
317,broad-PN,6762934,6502993,1.5717745782412418,-0.3809734760505508,0.000978251446345224,2.760619177539242
318,broad-PN,6878581,6503150,1.1351159679826197,-1.0407987557634186,0.43568035881227685,2.1007938978263745
319,broad-PN,6882222,6882244,2.4600673300771367,2.538258985185397,0.8892710032822402,2.538258985185397
320,broad-PN,6882451,6502415,2.4711129307998543,-2.5185500321336836,0.9003166040049577,0.6230426214561096
321,broad-PN,6882678,6497981,0.835535676134704,-1.141547520268849,0.7352606506601925,2.000045133320944
322,broad-PN,6882678,6498860,1.2846348593887933,-2.3124522629543143,0.28616146740610326,0.8291403906354788
